amount,gas_price,time_diff,sender_ops,receiver_ops,wallet_age,network_congestion,ip_reputation,is_fraud
18733.26054117965,322.69083850236524,7415.577875655641,163,970,2660,0.05015871427664498,0.4867705974523028,0
47536.20817743171,235.05330223175463,8811.03064077566,481,963,3551,0.11014578158883725,0.8133767156964337,0
36602.37715115214,482.604277183331,4631.8524358024715,638,523,1040,0.2494197771687363,0.869286904270288,0
29936.93762500986,117.2994409822767,2891.858398860908,565,828,262,0.037074566715025625,0.03289710692800618,0
7809.371835717401,298.04964383948095,3188.533858897179,946,34,1848,0.6392790215138394,0.7221523405678861,0
7808.16607160677,353.1029073452091,6969.5128888181025,701,272,3494,0.49315476157945604,0.5079603649320441,0
2913.599772288291,414.526599779237,5675.623584111563,998,154,940,0.8753920131188191,0.5417555774157112,0
43310.14552728901,209.41580490972348,4864.992660359474,732,755,551,0.7047338019665917,0.3903449748101716,0
30059.73943704301,346.59173475216596,2027.8205103538626,876,939,1930,0.19800879309420882,0.9769637611723155,0
35406.548164024316,158.56872097829856,8754.569329420283,411,915,1098,0.182989515958756,0.7984601966382102,0
1039.0188698471643,223.38328525729193,7810.22637302931,659,924,1495,0.737033944129524,0.31216982608609845,0
48495.7935095781,448.8572942896656,1406.471953532122,557,432,3064,0.4213316230168359,0.4533338974229598,1
41623.807613613084,475.4547285721676,3673.947807175906,375,358,457,0.5473718514445175,0.8884176322480491,1
10624.832142807025,362.2204999943597,5421.36672317955,346,948,2114,0.9357794076057382,0.7368579594490265,0
9099.43011068296,193.43242648033066,4543.440793853043,10,896,1415,0.033613809579819076,0.7828537704563506,0
9178.391447573156,411.8283170875854,3978.01860779351,409,597,3266,0.7747207684876778,0.7716843226097885,0
15219.069725547291,22.67487004545589,7188.347092415537,188,751,2136,0.20382693158372633,0.6933666314643689,0
26242.57401729557,60.345496164316316,545.1295920279507,897,337,2423,0.7998270167027658,0.663536288619961,0
21602.931481919368,334.07313082392693,4714.1562502255065,691,50,3021,0.5490656970014708,0.329344036419698,0
14568.544718500116,152.71180188232813,2621.8906857269744,348,879,2644,0.34910193244120846,0.21176220821180525,0
30596.526207171748,476.1792470162341,846.275390509066,222,298,3152,0.5199276462654211,0.4576998278313841,0
6983.298093995571,223.6696999252293,4648.925091313855,580,81,2989,0.34596217542887187,0.9294219445661812,0
14614.310980275555,220.38876199069674,1713.76977383658,182,566,331,0.0346174164600227,0.3505149250752291,0
18324.42854625165,342.25895999355635,2582.3169964738972,931,328,2312,0.5760215705260449,0.8122305896213325,0
22808.938511009626,386.1085955300329,5070.136594227808,68,87,1541,0.61743177965955,0.5718170222418653,0
39260.94631003675,243.02378168131688,9737.092428430222,619,795,433,0.34563491014777026,0.8171827488225154,0
9991.692370096403,114.86044183874483,6842.5816425348785,250,510,2388,0.03010041460103452,0.47423294620491885,0
25716.579576296444,388.9212349355546,2796.2900193884316,325,766,1460,0.28228341112449884,0.6741855649987365,0
29624.804297413502,166.9721246880775,3824.122285148507,559,303,2411,0.9151344655533526,0.11143093266266657,0
2332.0561318726864,95.80427695399023,4061.39090989454,68,282,1615,0.09613318416044536,0.3555389993335448,0
30381.167146552903,319.5036930632565,1536.4608696814369,765,490,1646,0.15879395759152615,0.18668905001294545,0
8534.500943127703,54.3222968252717,1606.6258231779213,851,83,1873,0.8724124034388887,0.3375295745892759,0
3261.929133334123,485.9628107921669,1484.032395401296,668,418,2538,0.2769276070976052,0.036572914113693455,1
47444.788007294126,319.8746595619471,5216.6892109553955,343,382,1011,0.23675757804547937,0.14666368997419088,1
48281.94533339722,493.08880525166035,6741.893448788409,248,911,2464,0.28237181061738104,0.89373565548098,1
40421.783432341894,176.05777750453166,5907.247774039805,322,4,2189,0.886064704466382,0.8827640802090022,0
15237.6423209768,485.890528983295,9777.67407781494,732,769,1451,0.16848444589974287,0.184523468877978,1
4892.62897917913,81.32550138702555,1258.8331351192928,11,108,3150,0.6946834159600322,0.20112675899238108,0
34214.808995342726,29.940438450043942,9864.745415586922,111,604,2966,0.8681911563820304,0.9448499559691754,0
22013.22316204267,26.162189622755253,4666.79267148553,862,424,3465,0.9864562767674238,0.6748478384348042,0
6110.691359890494,237.78648159362126,2186.406014492599,598,714,924,0.9757179448860953,0.9994249031211571,0
24763.893736462396,50.67205676451144,9432.813931974972,125,604,2710,0.8920675951930012,0.18040580946562268,0
1729.0821705497676,260.96226324212483,4686.186240114912,465,573,1933,0.3472318547546097,0.14030172183873113,0
45466.92689991832,170.47524671936122,3473.5348174096825,280,420,2018,0.7160107776666972,0.6250244482643695,0
12946.411280184846,174.45820631231663,2138.1796571691843,230,402,3090,0.14295889458643007,0.08025197974252818,0
33129.48899485556,321.4484083071332,2678.8277236129097,356,360,2202,0.6885230652060066,0.7924602359713684,0
15592.436693709653,89.9180230142939,9792.19718032117,982,387,1393,0.5627645732205528,0.7973309023223055,0
26008.20037867876,385.6111514664682,3039.8040017037524,461,683,452,0.9724218700686937,0.08576755960919036,0
27340.04686437055,295.195150691531,9778.061457003674,90,302,1564,0.22706880576297983,0.8235813911437095,0
9250.874231721096,458.3228681352804,3302.21684462221,361,506,1611,0.22758139246656617,0.7723248313070763,0
48479.53554195028,188.77192034608646,2314.2615140390603,437,720,2257,0.886439470062488,0.5892353560387962,0
38758.88983982211,491.5303461128915,1833.7234926001827,485,540,1785,0.5914627267926517,0.39736724029301285,0
46975.55208879381,292.15554688987135,4118.603867289443,83,321,2504,0.6644269803385439,0.8399192629915632,0
44742.41924787816,486.9669585318916,2368.1408047054183,729,52,3191,0.34714693333398716,0.7499694779650007,1
29899.019940766146,23.25972048308651,6969.409944474149,83,591,1586,0.12092378706887386,0.23467514618035967,0
46094.49300880561,366.7083979820701,2397.793376466248,629,12,274,0.5420627455526529,0.4557082069846933,0
4433.740177575456,410.14454690344076,8353.984910294192,223,352,1443,0.5515069959604093,0.8267754084244912,0
9807.183292333068,36.05491047147891,8340.12918375582,913,25,2840,0.827476993806717,0.6558982201120965,0
2270.912172637798,293.6951353679604,2855.3351878432563,90,252,1294,0.8800831199717659,0.36464992174950694,0
16273.263234855585,402.95172385882967,7535.4259508552495,487,751,594,0.48632496828261296,0.7807843031911488,0
19439.977711577205,284.90897535930566,8575.473005206935,632,976,746,0.2335317464327027,0.844704042621986,0
13574.738098377056,41.26865929867866,5901.3694260870725,684,676,3506,0.6875355934776018,0.05240410743845403,0
41438.588082504946,349.7891480401726,3663.3874753994623,240,487,1094,0.6530547724257785,0.23448239360744272,0
17844.09880141253,39.692488189921235,4409.72777040812,941,741,2667,0.5560171416045958,0.4012283344867543,0
14053.916139272163,410.55975855805485,7862.310027461315,8,661,1186,0.4934850608748722,0.9528108261033196,0
27139.37719708084,31.086749820280254,2933.2453082217417,510,255,894,0.1883826252192321,0.43238517711999314,0
7054.802006488385,77.32471669508169,3344.689897528502,64,238,665,0.3970866007161252,0.1764626012620042,0
40111.82706789445,144.80271935640155,1607.9272841448812,908,522,2273,0.7918036392490083,0.7085800458183222,0
3736.7866775517437,320.348748207792,3990.5841248897245,832,972,813,0.523546584451662,0.5588788356589326,0
49344.47796065986,488.41595881933995,865.2426709816343,369,974,2049,0.41222396194511257,0.5766281149046195,1
38614.516017139904,67.73319778376786,3210.412306447016,250,447,58,0.4537541889885902,0.9438996959687336,0
